id,title,owner,status,project_id,project_name,stage,prd_path,tech_solution_path,project_path,git_repo,prj_url,deployment_branch,prd_confirmation,tech_expectations,acceptance,research_direction,last_update,engine,target,game_type,notes
P-20260506-023,android-hello APK Release,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-06,,,,
P-20260507-024,android-hello Widget,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-07,,,,
P-20260507-025,android-hello Push Notifications,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-07,,,,
P-20260507-026,android-hello Analytics,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-07,,,,
P-20260507-027,android-hello WorkManager,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-07,,,,
P-20260507-028,android-hello DataStore,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-07,,,,
P-20260507-029,android-hello R8,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-07,,,,
P-20260507-030,android-hello Splash Screen,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,accepted,,2026-05-07,,,,
P-20260509-003,android-hello V3.10.0 深色模式优化,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,delivered,,2026-05-03,,,,
P-20260509-004,android-hello V3.11.0 通知与提醒功能,,active,PRJ-20260417-002,android-hello,proposal,,,,https://github.com/YeLuo45/android-hello,https://yeluo45.github.io/android-hello,,,,delivered,,2026-05-04,,,,
P-20250418-001,monopoly3d,,active,PRJ-20260418-001,monopoly3d,proposal,,,,https://github.com/YeLuo45/monopoly3d,https://yeluo45.github.io/monopoly3d,,,,accepted,,2026-04-18,,,,
P-20250418-004,future-little-leaders,,active,PRJ-20260418-004,future-little-leaders,proposal,,,,https://github.com/YeLuo45/future-little-leaders,https://yeluo45.github.io/future-little-leaders,,,,accepted,,2026-04-18,,,,
P-20260504-3009,future-little-leaders-v2-成长激励-亲子互动,,in_dev,PRJ-20260418-004,future-little-leaders,proposal,,,,,,,confirmed,pending,,,2026-05-03,,,,
P-20260505-012,future-little-leaders,,in_dev,PRJ-20260418-004,future-little-leaders,proposal,,,,,,,confirmed,pending,,,2026-05-05,,,,
P-20250418-005,todo-app,,active,PRJ-20260418-005,todo-app,proposal,,,,https://github.com/YeLuo45/todo-app,https://yeluo45.github.io/todo-app,,,,,,2026-04-18,,,,
P-20260419-001,temple-run,,in_dev,PRJ-20260419-001,temple-run,proposal,,,,https://github.com/YeLuo45/temple-run,https://yeluo45.github.io/temple-run,,confirmed,confirmed,accepted,,2026-04-19,,,,2026-05-05 验收通过：障碍物系统(4类型)+碰撞检测+GameOver+localStorage 均已实现并正常工作。V1部署版满足P-20260505-001 PRD要求。
P-20260505-081,temple-run 分数系统+角色成长,,archived,PRJ-20260419-001,temple-run,proposal,,,,https://github.com/YeLuo45/temple-run,https://yeluo45.github.io/temple-run,,confirmed,confirmed,accepted,,2026-04-16,,,,验收通过：npm run build成功，GitHub Actions部署成功(1m14s)，代码逻辑完整，HUD距离+金币显示，皮肤商店购买/选择，localStorage持久化。
P-20260504-070,p-20260504-070,,archived,PRJ-20260419-001,temple-run,proposal,,,,,,,,,,,2026-04-16,,,,
P-20250419-002,tank-battle,,active,PRJ-20260419-002,tank-battle,proposal,,,,https://github.com/YeLuo45/tank-battle,https://yeluo45.github.io/tank-battle,,,,,,2026-04-19,,,,
P-20260419-003,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,timeout-approved,confirmed,accepted,,2026-04-19,,,,
P-20260504-004,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-009,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-010,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-011,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-012,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-013,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-014,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-015,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-016,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-018,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,confirmed,,accepted,,2026-05-04,,,,
P-20260504-3024,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260504-3027,dont-step-white,,active,PRJ-20260419-003,dont-step-white,proposal,,,,https://github.com/YeLuo45/dont-step-white,https://yeluo45.github.io/dont-step-white,,,,accepted,,2026-05-04,,,,
P-20260419-004,TradingAgents-CN,,active,PRJ-20260419-005,TradingAgents-CN,proposal,,,,https://github.com/YeLuo45/TradingAgents-CN,https://yeluo45.github.io/TradingAgents-CN,,,,accepted,,2026-04-19,,,,
P-20260504-3046,TradingAgents-CN,,active,PRJ-20260419-005,TradingAgents-CN,proposal,,,,https://github.com/YeLuo45/TradingAgents-CN,https://yeluo45.github.io/TradingAgents-CN,,,,accepted,,2026-04-19,,,,
P-20250421-003,personalClaw,,active,PRJ-20260421-003,personalClaw,proposal,,,,https://github.com/YeLuo45/personalClaw,https://yeluo45.github.io/personalClaw,,,,,,2026-04-21,,,,
P-20250421-002,ai-novel-assistant,,active,PRJ-20260422-001,ai-novel-assistant,proposal,,,,https://github.com/YeLuo45/ai-novel-assistant,https://yeluo45.github.io/ai-novel-assistant,,,,,,2026-04-22,,,,
P-20260502-001,ai-novel-assistant,,in_dev,PRJ-20260422-001,ai-novel-assistant,proposal,,,,https://github.com/YeLuo45/ai-novel-assistant,https://yeluo45.github.io/ai-novel-assistant,,confirmed,confirmed,,,2026-05-02,,,,
P-20260502-002,ai-novel-assistant,,active,PRJ-20260422-001,ai-novel-assistant,proposal,,,,https://github.com/YeLuo45/ai-novel-assistant,https://yeluo45.github.io/ai-novel-assistant,,,,,,2026-05-02,,,,
P-20260502-003,ai-novel-assistant,,in_dev,PRJ-20260422-001,ai-novel-assistant,proposal,,,,,,,confirmed,pending,,,2026-05-02,,,,
P-20260504-3001,ai-novel-assistant,,active,PRJ-20260422-001,ai-novel-assistant,proposal,,,,https://github.com/YeLuo45/ai-novel-assistant,https://yeluo45.github.io/ai-novel-assistant,,,,,,2026-05-02,,,,
P-20260504-3054,ai-novel-assistant,,in_dev,PRJ-20260422-001,ai-novel-assistant,proposal,,,,https://github.com/YeLuo45/ai-novel-assistant,https://yeluo45.github.io/ai-novel-assistant,,confirmed,pending,,,2026-05-02,,,,
P-20260422-001,room-escape-puzzle,,in_dev,PRJ-20260423-001,room-escape-puzzle,proposal,,,,https://github.com/YeLuo45/room-escape-puzzle,https://yeluo45.github.io/room-escape-puzzle,,confirmed,confirmed,accepted,,2026-04-23,,,,
P-20260422-005,little-garden,,in_dev,PRJ-20260423-002,little-garden,proposal,,,,https://github.com/YeLuo45/little-garden,https://yeluo45.github.io/little-garden,,confirmed,confirmed,accepted,,2026-04-23,,,,
P-20260419-005,hermes-agent-collab,,in_dev,PRJ-20260423-005,hermes-agent-collab,proposal,,,,https://github.com/YeLuo45/hermes-agent-collab,https://yeluo45.github.io/hermes-agent-collab,,confirmed,confirmed,accepted,,2026-04-23,,,,
P-20260504-3055,P-20260502-003,,active,PRJ-20260423-005,hermes-agent-collab,proposal,,,,,,,,,,,2026-05-02,,,,
P-20260424-002,hermes-协作服务器消息转发机制重构,,active,PRJ-20260423-005,hermes-agent-collab,proposal,,,,,,,timeout-approved,,,,2026-04-24,,,,
P-20260424-001,OpenMAIC,,active,PRJ-20260424-001,OpenMAIC,proposal,,,,https://github.com/YeLuo45/OpenMAIC,https://yeluo45.github.io/OpenMAIC,,,,accepted,,2026-04-24,,,,
P-20260422-003,match3-puzzle,,in_dev,PRJ-20260424-004,match3-puzzle,proposal,,,,https://github.com/YeLuo45/match3-puzzle,https://yeluo45.github.io/match3-puzzle,,confirmed,confirmed,accepted,,2026-04-24,,,,
P-20250416-003,calculator-app.git,,active,PRJ-20260426-003,calculator-app,proposal,,,,https://github.com/YeLuo45/calculator-app.git,https://yeluo45.github.io/calculator-app,,,,accepted (2026-04-26),,2026-04-26,,,,
P-20260426-001,preschool-puzzle,,in_dev,PRJ-20260427-001,preschool-puzzle,proposal,,,,https://github.com/YeLuo45/preschool-puzzle,https://yeluo45.github.io/preschool-puzzle,,confirmed,confirmed,accepted,,2026-04-27,,,,
P-20260504-3096,preschool-puzzle,,in_dev,PRJ-20260427-001,preschool-puzzle,proposal,,,,https://github.com/YeLuo45/preschool-puzzle,https://yeluo45.github.io/preschool-puzzle,,confirmed,confirmed,accepted,,2026-04-27,,,,
P-20260427-001,flight-chess-3d,,in_dev,PRJ-20260428-002,flight-chess-3d,proposal,,,,https://github.com/YeLuo45/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d,,confirmed,confirmed,accepted,,2026-04-28,,,,
P-20260502-004,flight-chess-3d,,in_dev,PRJ-20260428-002,flight-chess-3d,proposal,,,,https://github.com/YeLuo45/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d,,confirmed,confirmed,accepted,,2026-05-02,,,,
P-20260502-005,3d飞行棋-玩家颜色选择-战绩统计,,active,PRJ-20260428-002,flight-chess-3d,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260504-3032,flight-chess-3d,,in_dev,PRJ-20260428-002,flight-chess-3d,proposal,,,,https://github.com/YeLuo45/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d,,confirmed,confirmed,accepted,,2026-05-02,,,,
P-20260504-3035,flight-chess-3d,,active,PRJ-20260428-002,flight-chess-3d,proposal,,,,https://github.com/YeLuo45/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d,,,,accepted,,2026-05-04,,,,
P-20260504-3040,flight-chess-3d,,in_dev,PRJ-20260428-002,flight-chess-3d,proposal,,,,https://github.com/YeLuo45/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d,,confirmed,timeout-approved（继承V1技术栈）,,,2026-05-04,,,,
P-20260504-3041,flight-chess-3d,,in_dev,PRJ-20260428-002,flight-chess-3d,proposal,,,,https://github.com/YeLuo45/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d,,confirmed,timeout-approved（继承V1技术栈）,,,2026-05-04,,,,
P-20260504-3043,flight-chess-3d,,in_dev,PRJ-20260428-002,flight-chess-3d,proposal,,,,https://github.com/YeLuo45/flight-chess-3d,https://yeluo45.github.io/flight-chess-3d,,confirmed,timeout-approved（继承V1技术栈）,,,2026-05-04,,,,
P-20260429-001,whack-a-mole-3d,,in_dev,PRJ-20260428-001,whack-a-mole-3d,proposal,,,,https://github.com/YeLuo45/whack-a-mole-3d,https://yeluo45.github.io/whack-a-mole-3d,,confirmed,confirmed,accepted,,2026-04-29,,,,
P-20260430-001,whack-a-mole-3d,,in_dev,PRJ-20260428-001,whack-a-mole-3d,proposal,,,,https://github.com/YeLuo45/whack-a-mole-3d,https://yeluo45.github.io/whack-a-mole-3d,,confirmed,confirmed,accepted,,2026-04-30,,,,
P-20260430-002,whack-a-mole-3d,,in_dev,PRJ-20260428-001,whack-a-mole-3d,proposal,,,,https://github.com/YeLuo45/whack-a-mole-3d,https://yeluo45.github.io/whack-a-mole-3d,,confirmed,confirmed,accepted,,2026-04-30,,,,
P-20260430-003,whack-a-mole-3d,,active,PRJ-20260428-001,whack-a-mole-3d,proposal,,,,https://github.com/YeLuo45/whack-a-mole-3d,https://yeluo45.github.io/whack-a-mole-3d,,timeout-approved,timeout-approved（技术栈继承V3：Three.js 0.160.0 CDN + Vanilla JS 单文件）,accepted,,2026-05-01,,,,
P-20260430-004,whack-a-mole-3d,,active,PRJ-20260428-001,whack-a-mole-3d,proposal,,,,https://github.com/YeLuo45/whack-a-mole-3d,https://yeluo45.github.io/whack-a-mole-3d,,timeout-approved,timeout-approved（技术栈继承V3：Three.js 0.160.0 CDN + Vanilla JS 单文件）,accepted,,2026-05-01,,,,
P-20260430-005,whack-a-mole-3d,,active,PRJ-20260428-001,whack-a-mole-3d,proposal,,,,https://github.com/YeLuo45/whack-a-mole-3d,https://yeluo45.github.io/whack-a-mole-3d,,timeout-approved,timeout-approved（技术栈继承V3：Three.js 0.160.0 CDN + Vanilla JS 单文件）,accepted,,2026-05-01,,,,
P-20260430-006,tower-baby-guard,,active,PRJ-20260430-001,tower-baby-guard,proposal,,,,https://github.com/YeLuo45/tower-baby-guard,https://yeluo45.github.io/tower-baby-guard,,N/A (direct to dev),N/A (direct to dev),accepted,,2026-04-30,,,,
P-20260430-007,doc-editor,,active,PRJ-20260430-002,doc-editor,proposal,,,,https://github.com/YeLuo45/doc-editor,https://yeluo45.github.io/doc-editor,,timeout-approved (快速启动),confirmed (默认最优),accepted,,2026-04-30,,,,
P-20250416-001,todo-list,,active,PRJ-20250416-001,todolist,proposal,,,,https://github.com/YeLuo45/todo-list,https://yeluo45.github.io/todo-list,,,,accepted,,2026-04-16,,,,
P-20260502-012,todolist-v4-看板列内拖拽排序-统计仪表板,,active,PRJ-20250416-001,todolist,proposal,,,,,,,timeout-approved（5分钟）,confirmed,pending,,2026-05-02,,,,
P-20260502-014,todolist-v5-搜索增强-快捷键,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260502-015,todolist-v7-批量操作,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260502-016,todolist-v8-暗色模式-看板泳道-增强导出,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260502-019,todolist-v11-甘特图-循环提醒,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260503-020,todolist-v12-任务评分-gist-多设备同步,,in_dev,PRJ-20250416-001,todolist,proposal,,,,,,,timeout-approved,,pending,,2026-05-03,,,,
P-20260503-024,todolist-v16-定时自动备份到-gist-一键恢复,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-03,,,,
P-20260503-025,todolist-v17-标签管理增强-项目分组,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-03,,,,
P-20260503-026,todolist-v18-标签管理增强-甘特图资源视图,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-03,,,,
P-20260503-027,todolist-v19-甘特图资源负载图-看板泳道按项目分组,,active,PRJ-20250416-001,todolist,proposal,,,,,,,,,accepted,,2026-05-03,,,,
P-20250416-002,game-1024,,active,PRJ-20250416-002,game-1024,proposal,,,,https://github.com/YeLuo45/game-1024,https://yeluo45.github.io/game-1024,,,,accepted,,2026-05-02,,,,
P-20260502-007,game-1024-v2-2048-无限模式切换,,in_dev,PRJ-20250416-002,game-1024,proposal,,,,,,,confirmed,confirmed,accepted,,2026-05-02,,,,
P-20260502-008,game-1024-v2-每日挑战-成就系统,,in_dev,PRJ-20250416-002,game-1024,proposal,,,,,,,confirmed,confirmed,accepted,,2026-05-02,,,,
P-20260502-009,game-1024-v3-视觉动画增强,,active,PRJ-20250416-002,game-1024,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260502-010,game-1024-v3-音效系统,,active,PRJ-20250416-002,game-1024,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260502-011,game-1024-v4-悔棋-重试功能,,active,PRJ-20250416-002,game-1024,proposal,,,,,,,,,accepted,,2026-05-02,,,,
P-20260502-013,dbg卡牌游戏-v6-遗物-神器系统,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,boss于2026-05-02验收通过,,2026-05-02,,,,
P-20260503-001,dbg卡牌游戏-v9-成就系统,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,boss于2026-05-02验收通过,,2026-05-02,,,,
P-20260503-002,dbg卡牌游戏-v10-章节扩展,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,boss于2026-05-03验收通过,,2026-05-03,,,,
P-20260503-003,dbg卡牌游戏-v11-更多遗物效果,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,boss于2026-05-03验收通过,,2026-05-03,,,,
P-20260503-004,dbg卡牌游戏-v12-音效与特效,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,boss于2026-05-03验收通过,,2026-05-03,,,,
P-20260503-005,dbg卡牌游戏-v13-牌组构建核心-critical-bugfix,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-006,dbg卡牌游戏-v14-卡牌商店重做,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-007,dbg卡牌游戏-v15-更多卡牌,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-008,dbg卡牌游戏-v16-卡组辅助系统,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-009,card-game-prototype,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-010,dbg卡牌游戏-v18-随机事件系统,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-011,dbg卡牌游戏-v19-多槽位存档系统,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-012,dbg卡牌游戏-v20-章节扩展-boss战设计,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-013,dbg卡牌游戏-v21-移动端适配-触屏支持,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-014,dbg卡牌游戏-v22-音效与音乐扩展,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-015,dbg卡牌游戏-v23-pwa-应用化,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-016,dbg卡牌游戏-v24-成就系统,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-017,dbg卡牌游戏-v25-宠物-同伴系统,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-018,dbg卡牌游戏-v26-更多卡牌设计,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260503-019,dbg卡牌游戏-v27-更多章节与boss扩展,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,小墨于2026-05-03自行验收通过,,2026-05-03,,,,
P-20260508-001,card-game-prototype,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,delivered,,2026-05-03,,,,
P-20260508-002,card-game-prototype,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,delivered,,2026-05-03,,,,
P-20260508-003,card-game-prototype,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,delivered,,2026-05-03,,,,
P-20260508-005,pvz-视觉增强-d-e-屏幕震动-僵尸啃咬特效,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,accepted,,2026-05-08,,,,
P-20260508-006,pvz-新植物-僵尸-potatomine土豆雷-torchwood火炬树桩-pole-vaulting-zombie撑杆跳僵尸,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,,,,,,accepted,,2026-05-09,,,,
P-20260509-008,pvz-p2-植物-僵尸全暴露-卡牌翻页-squash-wintermelon-iceshroom-hypnoshroom-scaredyshroom-football-newspaper-miner-ladder,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,accepted,,2026-05-09,,,,
P-20260509-009,pvz-endless-mode-计分榜-本地-json-存储-game-over-界面显示-排行榜-破纪录提示,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,accepted,,2026-05-09,,,,
P-20260509-010,pvz-僵尸专属机制-newspaper愤怒变身纸片特效-football头盔hp分阶段视觉-ladder架梯逻辑,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,accepted,,2026-05-09,,,,
P-20260509-011,pvz-新植物-h-zapricot-电弧群攻-cattail-全屏跟踪-gloom-shroom-毒雾,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,accepted,,2026-05-09,,,,
P-20260509-012,pvz-成就系统-ui-统计面板-achievementpanel-statspanel-statsmanager,,active,PRJ-20260421-001,card-game-prototype,proposal,,,,https://github.com/YeLuo45/card-game-prototype,https://yeluo45.github.io/card-game-prototype,,,,accepted,,2026-05-09,,,,
P-20250418-003,harness-desktop,,active,PRJ-20250418-003,harness-desktop,proposal,,,,https://github.com/YeLuo45/harness-desktop,https://yeluo45.github.io/harness-desktop,,,,accepted,,2026-04-18,,,,
P-20260510-001,多Agent协作引擎,,delivered,PRJ-20250418-003,harness-desktop,proposal,,,,,,,timeout-approved,,,,,,,,
